order_id,order_date,ship_date,customer_id,product_id,region,sales,quantity,discount,profit
ORD-00633,2023-02-20,2023-02-25,CUST-0044,PROD-0026,West,205.4,7,0,41.08
ORD-00634,2023-10-21,2023-10-24,CUST-0098,PROD-0002,East,672.39,6,0,215.16
ORD-00635,2024-01-28,2024-02-03,CUST-0022,PROD-0015,North,444.91,1,0.3,-66.74
ORD-00636,2022-11-20,2022-11-22,CUST-0113,PROD-0016,North,146.45,1,0.2,-8.79
ORD-00637,2024-05-02,2024-05-09,CUST-0104,PROD-0026,West,111.24,3,0.1,12.24
ORD-00638,2023-05-05,2023-05-08,CUST-0079,PROD-0023,North,32.25,3,0.05,5.0
ORD-00639,2023-12-14,2023-12-19,CUST-0001,PROD-0018,North,1512.8,2,0.4,-363.07
ORD-00640,2024-11-05,2024-11-08,CUST-0060,PROD-0025,East,291.57,4,0.1,32.07
ORD-00641,2024-10-15,2024-10-18,CUST-0021,PROD-0022,West,236.62,1,0.2,-14.2
ORD-00642,2024-07-17,2024-07-19,CUST-0014,PROD-0024,North,140.24,3,0,28.05
ORD-00643,2023-04-27,2023-05-04,CUST-0057,PROD-0019,East,2934.45,7,0,352.13
ORD-00644,2023-10-30,2023-11-02,CUST-0013,PROD-0008,East,1253.04,4,0.05,344.59
ORD-00645,2022-04-22,2022-04-27,CUST-0019,PROD-0007,West,1536.87,8,0,491.8
ORD-00646,2024-01-05,2024-01-09,CUST-0026,PROD-0011,North,330.65,1,0.05,90.93
ORD-00647,2022-12-17,2022-12-21,CUST-0029,PROD-0029,North,181.27,3,0,36.25
ORD-00648,2023-04-16,2023-04-18,CUST-0053,PROD-0028,South,76.94,4,0.1,8.46
ORD-00649,2023-05-21,2023-05-24,CUST-0042,PROD-0014,East,1618.95,3,0,194.27
ORD-00650,2022-03-24,2022-03-29,CUST-0094,PROD-0025,South,305.45,7,0,61.09
ORD-00651,2024-07-15,2024-07-20,CUST-0031,PROD-0003,South,830.59,1,0,265.79
ORD-00652,2023-08-29,2023-09-01,CUST-0083,PROD-0003,North,1100.61,5,0.1,253.14
ORD-00653,2022-02-19,2022-02-24,CUST-0060,PROD-0025,North,216.08,7,0,43.22
ORD-00654,2022-05-25,2022-05-30,CUST-0115,PROD-0023,South,32.92,1,0.15,2.14
ORD-00655,2023-03-01,2023-03-08,CUST-0011,PROD-0020,West,642.4,1,0,77.09
ORD-00656,2022-08-16,2022-08-21,CUST-0047,PROD-0015,East,1235.03,6,0.4,-296.41
ORD-00657,2023-02-24,2023-02-27,CUST-0043,PROD-0008,South,3910.73,8,0.15,723.49
ORD-00658,2023-03-06,2023-03-13,CUST-0098,PROD-0008,South,2587.85,5,0,828.11
ORD-00659,2023-12-09,2023-12-14,CUST-0063,PROD-0017,South,1076.33,2,0.2,-64.58
ORD-00660,2024-07-14,2024-07-20,CUST-0048,PROD-0026,East,18.3,2,0.1,2.01
ORD-00661,2023-01-02,2023-01-06,CUST-0010,PROD-0004,North,1079.06,2,0.1,248.18
ORD-00662,2022-02-16,2022-02-20,CUST-0054,PROD-0022,South,704.47,3,0,84.54
ORD-00663,2023-08-21,2023-08-24,CUST-0009,PROD-0001,West,2752.77,4,0.1,633.14
ORD-00664,2023-12-04,2023-12-11,CUST-0083,PROD-0026,South,694.65,8,0.05,107.67
ORD-00665,2022-12-18,2022-12-22,CUST-0030,PROD-0016,South,451.24,5,0.3,-67.69
ORD-00666,2022-12-07,2022-12-13,CUST-0119,PROD-0006,East,1127.39,5,0.15,208.57
ORD-00667,2022-11-11,2022-11-14,CUST-0031,PROD-0004,North,5171.62,6,0,1654.92
ORD-00668,2022-03-13,2022-03-20,CUST-0041,PROD-0012,North,4087.44,8,0,1307.98
ORD-00669,2024-04-08,2024-04-13,CUST-0099,PROD-0005,West,1370.06,6,0.1,315.11
ORD-00670,2023-11-10,2023-11-17,CUST-0091,PROD-0010,South,6248.05,5,0.15,1155.89
ORD-00671,2022-10-29,2022-11-04,CUST-0094,PROD-0030,West,278.0,6,0,55.6
ORD-00672,2022-08-28,2022-09-01,CUST-0004,PROD-0013,East,172.23,4,0.5,-56.84
ORD-00673,2023-02-04,2023-02-10,CUST-0068,PROD-0008,West,817.66,5,0.15,151.27
ORD-00674,2022-06-28,2022-07-04,CUST-0051,PROD-0007,South,699.43,1,0.05,192.34
ORD-00675,2024-01-28,2024-02-02,CUST-0048,PROD-0001,North,2240.06,6,0,716.82
ORD-00676,2024-06-28,2024-07-05,CUST-0054,PROD-0026,South,97.92,3,0.1,10.77
ORD-00677,2022-10-13,2022-10-19,CUST-0077,PROD-0003,North,2293.13,5,0,733.8
ORD-00678,2024-02-09,2024-02-11,CUST-0001,PROD-0014,East,1551.97,5,0.1,46.56
ORD-00679,2023-02-13,2023-02-16,CUST-0107,PROD-0013,North,3466.85,8,0.2,-208.01
ORD-00680,2024-10-08,2024-10-14,CUST-0095,PROD-0015,North,176.85,1,0.5,-58.36
ORD-00681,2024-08-25,2024-08-27,CUST-0084,PROD-0022,West,5468.57,7,0,656.23
ORD-00682,2022-09-02,2022-09-06,CUST-0064,PROD-0003,East,2050.47,6,0.15,379.34
ORD-00683,2024-09-01,2024-09-08,CUST-0105,PROD-0004,South,990.38,1,0,316.92
ORD-00684,2024-08-02,2024-08-09,CUST-0018,PROD-0012,North,2638.72,5,0,844.39
ORD-00685,2023-08-17,2023-08-21,CUST-0068,PROD-0021,West,638.2,4,0.1,19.15
ORD-00686,2023-10-23,2023-10-27,CUST-0106,PROD-0028,East,90.09,5,0.15,5.86
ORD-00687,2023-12-22,2023-12-25,CUST-0002,PROD-0005,South,7243.71,6,0,2317.99
ORD-00688,2022-07-29,2022-08-01,CUST-0020,PROD-0017,North,979.55,4,0.4,-235.09
ORD-00689,2024-12-25,2025-01-01,CUST-0071,PROD-0023,West,44.55,2,0,8.91
ORD-00690,2022-02-05,2022-02-10,CUST-0045,PROD-0010,East,1300.45,3,0,416.14
ORD-00691,2022-12-19,2022-12-26,CUST-0039,PROD-0001,East,606.51,2,0,194.08
ORD-00692,2023-09-22,2023-09-25,CUST-0027,PROD-0005,West,4299.03,7,0.05,1182.23
ORD-00693,2024-06-02,2024-06-04,CUST-0026,PROD-0004,North,651.9,1,0,208.61
ORD-00694,2022-01-22,2022-01-24,CUST-0101,PROD-0004,West,1528.19,4,0,489.02
ORD-00695,2022-07-05,2022-07-08,CUST-0109,PROD-0024,West,207.84,6,0.15,13.51
ORD-00696,2023-05-11,2023-05-17,CUST-0073,PROD-0003,North,590.69,1,0,189.02
ORD-00697,2022-01-09,2022-01-16,CUST-0013,PROD-0030,North,182.56,8,0,36.51
ORD-00698,2023-01-06,2023-01-10,CUST-0049,PROD-0014,North,1409.85,4,0.3,-211.48
ORD-00699,2022-08-14,2022-08-20,CUST-0018,PROD-0016,West,365.46,5,0,43.86
ORD-00700,2024-02-28,2024-03-03,CUST-0059,PROD-0020,East,1489.71,8,0.3,-223.46
ORD-00701,2023-01-22,2023-01-24,CUST-0115,PROD-0027,West,153.8,6,0,30.76
ORD-00702,2024-03-22,2024-03-27,CUST-0067,PROD-0022,East,656.21,2,0,78.75
ORD-00703,2022-12-12,2022-12-14,CUST-0047,PROD-0007,South,1805.93,7,0,577.9
ORD-00704,2023-07-14,2023-07-21,CUST-0052,PROD-0012,South,6212.81,7,0.05,1708.52
ORD-00705,2022-08-10,2022-08-12,CUST-0033,PROD-0016,South,997.46,3,0.3,-149.62
ORD-00706,2022-02-24,2022-02-27,CUST-0049,PROD-0020,East,397.84,3,0.5,-131.29
ORD-00707,2024-11-30,2024-12-05,CUST-0102,PROD-0015,North,2450.95,8,0.4,-588.23
ORD-00708,2022-02-06,2022-02-08,CUST-0056,PROD-0029,West,139.66,7,0,27.93
ORD-00709,2022-03-09,2022-03-12,CUST-0072,PROD-0022,West,561.18,5,0.2,-33.67
ORD-00710,2024-03-07,2024-03-12,CUST-0098,PROD-0004,South,6048.38,8,0.05,1663.3
ORD-00711,2022-11-17,2022-11-23,CUST-0008,PROD-0013,North,2502.88,7,0.2,-150.17
ORD-00712,2022-05-06,2022-05-08,CUST-0076,PROD-0002,North,1825.0,6,0.15,337.62
ORD-00713,2023-11-30,2023-12-05,CUST-0013,PROD-0014,South,872.07,6,0.1,26.16
ORD-00714,2023-10-02,2023-10-08,CUST-0011,PROD-0030,East,147.1,5,0,29.42
ORD-00715,2024-08-01,2024-08-08,CUST-0111,PROD-0014,South,3625.63,7,0.2,-217.54
ORD-00716,2024-02-13,2024-02-19,CUST-0050,PROD-0011,East,967.92,8,0.1,222.62
ORD-00717,2023-11-27,2023-11-30,CUST-0079,PROD-0010,South,2886.4,7,0,923.65
ORD-00718,2023-03-15,2023-03-19,CUST-0034,PROD-0002,North,5061.91,7,0.15,936.45
ORD-00719,2022-07-14,2022-07-20,CUST-0044,PROD-0009,North,3364.37,8,0,1076.6
ORD-00720,2024-10-30,2024-11-03,CUST-0056,PROD-0022,South,565.71,4,0.5,-186.68
ORD-00721,2023-01-05,2023-01-07,CUST-0081,PROD-0023,South,131.35,3,0.1,14.45
ORD-00722,2023-07-03,2023-07-10,CUST-0069,PROD-0026,East,49.35,7,0,9.87
ORD-00723,2024-01-17,2024-01-22,CUST-0019,PROD-0008,North,4333.47,5,0,1386.71
ORD-00724,2023-02-21,2023-02-26,CUST-0035,PROD-0027,North,75.41,3,0,15.08
ORD-00725,2022-11-04,2022-11-07,CUST-0004,PROD-0008,West,2662.33,5,0.15,492.53
ORD-00726,2022-03-17,2022-03-20,CUST-0021,PROD-0009,North,3022.43,5,0.15,559.15
ORD-00727,2022-03-28,2022-04-04,CUST-0063,PROD-0026,North,14.95,2,0.1,1.64
ORD-00728,2024-01-15,2024-01-22,CUST-0085,PROD-0029,North,109.48,3,0,21.9
ORD-00729,2024-12-04,2024-12-11,CUST-0107,PROD-0019,West,919.46,5,0.2,-55.17
ORD-00730,2023-11-06,2023-11-12,CUST-0095,PROD-0013,West,1149.27,4,0.1,34.48
ORD-00731,2023-07-17,2023-07-22,CUST-0053,PROD-0009,West,482.09,1,0,154.27
ORD-00732,2024-05-17,2024-05-22,CUST-0088,PROD-0008,West,1382.23,3,0,442.31
ORD-00733,2022-03-13,2022-03-20,CUST-0085,PROD-0026,West,129.66,4,0.05,20.1
ORD-00734,2022-09-07,2022-09-13,CUST-0111,PROD-0008,West,514.38,7,0,164.6
ORD-00735,2023-09-09,2023-09-11,CUST-0120,PROD-0027,West,263.03,5,0.05,40.77
ORD-00736,2024-04-12,2024-04-14,CUST-0036,PROD-0028,North,517.85,8,0.1,56.96
ORD-00737,2022-07-25,2022-07-28,CUST-0090,PROD-0009,South,2276.48,6,0,728.47
ORD-00738,2024-07-17,2024-07-24,CUST-0004,PROD-0025,North,47.29,3,0.1,5.2
ORD-00739,2023-02-14,2023-02-21,CUST-0040,PROD-0011,East,242.08,2,0.15,44.78
ORD-00740,2022-09-24,2022-09-30,CUST-0088,PROD-0014,West,2841.41,6,0.1,85.24
ORD-00741,2023-11-02,2023-11-06,CUST-0026,PROD-0003,South,1826.49,3,0.1,420.09
ORD-00742,2023-04-05,2023-04-07,CUST-0003,PROD-0030,South,66.8,4,0,13.36
ORD-00743,2022-04-12,2022-04-17,CUST-0080,PROD-0014,East,640.43,3,0,76.85
ORD-00744,2022-01-29,2022-02-05,CUST-0068,PROD-0014,West,1842.15,8,0.1,55.26
ORD-00745,2023-01-26,2023-01-30,CUST-0037,PROD-0024,South,40.35,3,0.05,6.25
ORD-00746,2023-01-23,2023-01-28,CUST-0024,PROD-0014,West,163.84,1,0.1,4.92
ORD-00747,2024-01-28,2024-02-03,CUST-0088,PROD-0021,South,443.13,1,0.3,-66.47
ORD-00748,2023-03-11,2023-03-18,CUST-0050,PROD-0023,South,41.3,5,0,8.26
ORD-00749,2024-08-22,2024-08-26,CUST-0078,PROD-0022,West,327.0,1,0.3,-49.05
ORD-00750,2024-01-30,2024-02-02,CUST-0115,PROD-0018,North,901.33,3,0.3,-135.2
ORD-00751,2022-09-28,2022-09-30,CUST-0041,PROD-0023,South,141.74,3,0.1,15.59
ORD-00752,2023-07-30,2023-08-06,CUST-0047,PROD-0030,South,97.29,5,0.05,15.08
ORD-00753,2024-06-11,2024-06-14,CUST-0041,PROD-0024,West,131.81,3,0.1,14.5
ORD-00754,2022-04-19,2022-04-22,CUST-0020,PROD-0002,North,455.13,1,0,145.64
ORD-00755,2024-10-10,2024-10-12,CUST-0057,PROD-0012,West,4444.34,8,0,1422.19
ORD-00756,2022-09-11,2022-09-15,CUST-0012,PROD-0007,West,1754.9,3,0.1,403.63
ORD-00757,2023-03-11,2023-03-17,CUST-0001,PROD-0017,West,163.76,3,0.5,-54.04
ORD-00758,2022-07-13,2022-07-17,CUST-0004,PROD-0010,East,582.65,2,0,186.45
ORD-00759,2022-11-11,2022-11-13,CUST-0011,PROD-0015,West,7304.06,8,0,876.49
ORD-00760,2023-11-06,2023-11-08,CUST-0084,PROD-0020,West,4031.34,6,0.4,-967.52
ORD-00761,2022-09-22,2022-09-25,CUST-0111,PROD-0002,West,1319.63,5,0.1,303.51
ORD-00762,2024-02-21,2024-02-23,CUST-0052,PROD-0009,North,1142.99,7,0.05,314.32
ORD-00763,2023-08-07,2023-08-14,CUST-0097,PROD-0021,North,1548.86,5,0.2,-92.93
ORD-00764,2022-09-26,2022-09-30,CUST-0086,PROD-0004,West,1473.36,4,0.1,338.87
ORD-00765,2024-05-16,2024-05-18,CUST-0097,PROD-0014,West,974.0,3,0.2,-58.44
ORD-00766,2024-08-07,2024-08-14,CUST-0029,PROD-0021,East,1236.49,3,0,148.38
ORD-00767,2023-08-19,2023-08-24,CUST-0056,PROD-0003,West,2610.58,8,0,835.39
ORD-00768,2023-05-25,2023-05-31,CUST-0055,PROD-0010,South,1660.21,2,0.05,456.56
ORD-00769,2022-07-13,2022-07-18,CUST-0085,PROD-0024,South,210.97,5,0,42.19
ORD-00770,2022-08-22,2022-08-29,CUST-0085,PROD-0015,North,130.45,3,0.5,-43.05
ORD-00771,2023-09-02,2023-09-06,CUST-0076,PROD-0024,South,488.62,8,0,97.72
ORD-00772,2023-03-09,2023-03-12,CUST-0011,PROD-0024,West,171.95,5,0,34.39
ORD-00773,2024-03-19,2024-03-21,CUST-0002,PROD-0006,East,4832.86,8,0.1,1111.56
ORD-00774,2024-09-23,2024-09-27,CUST-0080,PROD-0027,West,292.98,6,0.05,45.41
ORD-00775,2022-06-29,2022-07-02,CUST-0018,PROD-0001,North,604.3,1,0.05,166.18
ORD-00776,2022-10-25,2022-11-01,CUST-0031,PROD-0014,West,1315.24,4,0.3,-197.29
ORD-00777,2022-02-14,2022-02-16,CUST-0022,PROD-0029,North,278.05,8,0.15,18.07
ORD-00778,2023-05-12,2023-05-15,CUST-0038,PROD-0019,West,227.64,7,0.5,-75.12
ORD-00779,2024-06-03,2024-06-08,CUST-0109,PROD-0016,East,818.7,5,0.5,-270.17
ORD-00780,2024-09-26,2024-09-29,CUST-0092,PROD-0002,South,4212.28,7,0.15,779.27
ORD-00781,2024-05-04,2024-05-09,CUST-0015,PROD-0016,East,1055.21,6,0.5,-348.22
ORD-00782,2023-01-29,2023-02-03,CUST-0045,PROD-0015,North,917.03,4,0.5,-302.62
ORD-00783,2024-08-17,2024-08-20,CUST-0114,PROD-0010,East,5349.76,7,0.15,989.71
ORD-00784,2024-01-08,2024-01-13,CUST-0103,PROD-0028,North,187.16,4,0,37.43
ORD-00785,2022-12-21,2022-12-24,CUST-0021,PROD-0020,South,2255.0,7,0.4,-541.2
ORD-00786,2022-04-07,2022-04-09,CUST-0046,PROD-0029,North,95.87,3,0,19.17
ORD-00787,2023-11-23,2023-11-28,CUST-0015,PROD-0020,North,5122.15,4,0,614.66
ORD-00788,2023-07-02,2023-07-05,CUST-0110,PROD-0023,West,52.34,2,0.1,5.76
ORD-00789,2022-08-16,2022-08-18,CUST-0101,PROD-0020,East,62.76,2,0.5,-20.71
ORD-00790,2022-08-30,2022-09-02,CUST-0117,PROD-0012,North,3229.14,5,0,1033.32
ORD-00791,2022-11-12,2022-11-19,CUST-0047,PROD-0011,West,2110.31,2,0,675.3
ORD-00792,2023-05-18,2023-05-23,CUST-0044,PROD-0010,South,532.17,2,0.15,98.45
ORD-00793,2023-05-18,2023-05-21,CUST-0097,PROD-0025,South,209.76,4,0.1,23.07
ORD-00794,2024-11-23,2024-11-30,CUST-0047,PROD-0001,South,1370.06,1,0,438.42
ORD-00795,2023-10-07,2023-10-12,CUST-0099,PROD-0006,South,4647.29,7,0.1,1068.88
ORD-00796,2022-04-29,2022-05-06,CUST-0092,PROD-0026,East,149.44,5,0.05,23.16
ORD-00797,2023-10-05,2023-10-09,CUST-0002,PROD-0027,North,47.75,3,0.15,3.1
ORD-00798,2024-06-24,2024-07-01,CUST-0045,PROD-0029,West,69.94,7,0.15,4.55
ORD-00799,2023-11-17,2023-11-22,CUST-0093,PROD-0024,East,58.11,3,0.15,3.78
ORD-00800,2023-10-02,2023-10-08,CUST-0044,PROD-0025,East,31.95,1,0,6.39
ORD-00801,2023-09-15,2023-09-22,CUST-0055,PROD-0017,North,260.18,1,0,31.22
ORD-00802,2022-04-08,2022-04-15,CUST-0016,PROD-0015,North,404.15,1,0.4,-97.0
ORD-00803,2024-12-28,2025-01-03,CUST-0030,PROD-0012,North,4483.55,3,0,1434.74
ORD-00804,2024-11-23,2024-11-29,CUST-0025,PROD-0027,West,789.61,8,0,157.92
ORD-00805,2022-07-08,2022-07-10,CUST-0055,PROD-0029,North,112.81,4,0.15,7.33
ORD-00806,2024-11-28,2024-12-03,CUST-0112,PROD-0009,East,8856.78,7,0.15,1638.5
ORD-00807,2024-05-03,2024-05-06,CUST-0019,PROD-0017,North,5734.29,8,0,688.11
ORD-00808,2023-03-12,2023-03-17,CUST-0061,PROD-0002,East,4262.54,6,0,1364.01
ORD-00809,2022-09-05,2022-09-09,CUST-0074,PROD-0010,North,517.73,3,0,165.67
ORD-00810,2024-09-22,2024-09-24,CUST-0102,PROD-0005,North,1177.48,7,0,376.79
ORD-00811,2023-01-10,2023-01-17,CUST-0063,PROD-0001,North,747.42,6,0,239.17
ORD-00812,2024-07-15,2024-07-19,CUST-0101,PROD-0013,South,1030.44,3,0.3,-154.57
ORD-00813,2024-07-08,2024-07-11,CUST-0111,PROD-0024,South,212.02,7,0,42.4
ORD-00814,2024-06-26,2024-07-03,CUST-0036,PROD-0021,North,896.68,3,0.5,-295.9
ORD-00815,2023-09-25,2023-10-01,CUST-0083,PROD-0004,East,404.24,2,0,129.36
ORD-00816,2024-12-04,2024-12-07,CUST-0097,PROD-0016,South,1351.01,1,0,162.12
ORD-00817,2023-07-18,2023-07-21,CUST-0032,PROD-0027,East,130.77,8,0.15,8.5
ORD-00818,2022-04-03,2022-04-08,CUST-0111,PROD-0030,North,209.59,7,0.1,23.05
ORD-00819,2023-06-11,2023-06-13,CUST-0015,PROD-0004,South,1040.07,5,0,332.82
ORD-00820,2024-04-14,2024-04-21,CUST-0022,PROD-0002,East,1423.57,6,0,455.54
ORD-00821,2023-10-18,2023-10-21,CUST-0053,PROD-0029,South,57.72,7,0,11.54
ORD-00822,2023-04-30,2023-05-05,CUST-0066,PROD-0025,South,74.39,2,0,14.88
ORD-00823,2024-09-18,2024-09-20,CUST-0053,PROD-0021,North,854.37,1,0.1,25.63
ORD-00824,2022-09-15,2022-09-19,CUST-0073,PROD-0014,South,485.53,4,0.1,14.57
ORD-00825,2023-05-18,2023-05-24,CUST-0055,PROD-0030,South,50.49,1,0.05,7.83
ORD-00826,2022-12-09,2022-12-11,CUST-0008,PROD-0030,West,167.37,5,0.05,25.94
ORD-00827,2023-03-12,2023-03-18,CUST-0108,PROD-0017,North,1015.2,3,0.3,-152.28
ORD-00828,2022-09-09,2022-09-12,CUST-0093,PROD-0018,West,1139.68,7,0.5,-376.09
ORD-00829,2023-12-03,2023-12-10,CUST-0034,PROD-0025,East,145.59,5,0.1,16.01
ORD-00830,2023-11-04,2023-11-06,CUST-0117,PROD-0023,North,10.17,1,0,2.03
ORD-00831,2024-04-26,2024-05-02,CUST-0115,PROD-0023,East,295.44,7,0,59.09
ORD-00832,2022-03-05,2022-03-12,CUST-0057,PROD-0022,North,989.08,7,0.5,-326.4
ORD-00833,2022-01-18,2022-01-20,CUST-0060,PROD-0012,West,405.42,8,0.15,75.0
ORD-00834,2024-01-03,2024-01-06,CUST-0012,PROD-0027,East,232.13,5,0.05,35.98
ORD-00835,2022-03-17,2022-03-21,CUST-0064,PROD-0029,East,115.93,4,0,23.19
ORD-00836,2023-07-23,2023-07-29,CUST-0065,PROD-0016,North,1164.86,4,0.4,-279.57
ORD-00837,2022-12-26,2022-12-28,CUST-0076,PROD-0005,East,914.17,3,0.1,210.26
ORD-00838,2023-07-16,2023-07-19,CUST-0109,PROD-0022,North,2516.37,5,0.3,-377.46
ORD-00839,2022-04-17,2022-04-21,CUST-0056,PROD-0028,West,116.53,5,0.15,7.57
ORD-00840,2022-03-31,2022-04-07,CUST-0029,PROD-0002,North,3534.67,7,0,1131.09
ORD-00841,2022-06-17,2022-06-23,CUST-0104,PROD-0001,West,2998.93,4,0,959.66
ORD-00842,2023-02-08,2023-02-11,CUST-0043,PROD-0010,North,160.87,2,0.15,29.76
ORD-00843,2023-11-16,2023-11-20,CUST-0032,PROD-0004,South,7687.66,6,0,2460.05
ORD-00844,2022-05-30,2022-06-05,CUST-0080,PROD-0015,West,780.25,8,0,93.63
ORD-00845,2024-02-12,2024-02-16,CUST-0114,PROD-0028,East,16.95,3,0.15,1.1
ORD-00846,2024-06-03,2024-06-05,CUST-0014,PROD-0022,North,298.69,1,0.3,-44.8
ORD-00847,2023-04-23,2023-04-29,CUST-0101,PROD-0022,East,2321.13,8,0.4,-557.07
ORD-00848,2022-07-27,2022-07-31,CUST-0084,PROD-0022,West,2966.16,8,0,355.94
ORD-00849,2022-05-19,2022-05-25,CUST-0102,PROD-0027,North,70.18,3,0.15,4.56
ORD-00850,2024-06-29,2024-07-02,CUST-0032,PROD-0005,West,191.53,1,0.15,35.43
ORD-00851,2024-01-03,2024-01-07,CUST-0075,PROD-0029,South,69.69,3,0.05,10.8
ORD-00852,2022-01-17,2022-01-23,CUST-0076,PROD-0022,East,337.71,1,0,40.53
ORD-00853,2024-05-14,2024-05-18,CUST-0026,PROD-0007,East,2552.38,4,0.15,472.19
ORD-00854,2024-08-15,2024-08-21,CUST-0089,PROD-0011,West,4069.51,6,0.05,1119.12
ORD-00855,2022-03-28,2022-04-02,CUST-0029,PROD-0030,North,58.85,4,0.1,6.47
ORD-00856,2023-11-10,2023-11-17,CUST-0049,PROD-0007,South,634.22,1,0,202.95
ORD-00857,2022-10-19,2022-10-23,CUST-0057,PROD-0007,East,502.87,6,0,160.92
ORD-00858,2023-03-25,2023-03-29,CUST-0093,PROD-0006,South,950.9,4,0,304.29
ORD-00859,2022-02-12,2022-02-19,CUST-0018,PROD-0013,East,179.92,2,0.2,-10.8
ORD-00860,2024-02-02,2024-02-09,CUST-0022,PROD-0017,West,626.2,7,0.1,18.79
ORD-00861,2023-01-24,2023-01-27,CUST-0069,PROD-0013,East,2795.89,6,0,335.51
ORD-00862,2023-01-23,2023-01-29,CUST-0038,PROD-0026,North,165.81,4,0.15,10.78
ORD-00863,2024-09-28,2024-10-01,CUST-0094,PROD-0003,West,477.18,2,0.1,109.75
ORD-00864,2024-02-06,2024-02-11,CUST-0067,PROD-0015,North,1740.96,6,0.3,-261.14
ORD-00865,2023-07-04,2023-07-10,CUST-0052,PROD-0021,West,569.45,1,0.1,17.08
ORD-00866,2024-03-21,2024-03-24,CUST-0040,PROD-0014,West,986.32,3,0.1,29.59
ORD-00867,2022-06-22,2022-06-26,CUST-0057,PROD-0017,South,285.84,1,0.3,-42.88
ORD-00868,2024-06-04,2024-06-09,CUST-0048,PROD-0026,South,114.38,5,0,22.88
ORD-00869,2024-01-06,2024-01-08,CUST-0038,PROD-0027,South,21.34,2,0,4.27
ORD-00870,2024-01-08,2024-01-10,CUST-0070,PROD-0007,South,1752.53,6,0,560.81
ORD-00871,2023-01-26,2023-02-02,CUST-0078,PROD-0005,West,330.59,5,0.05,90.91
ORD-00872,2024-04-10,2024-04-16,CUST-0097,PROD-0021,North,779.02,3,0.1,23.37
ORD-00873,2024-08-29,2024-09-01,CUST-0067,PROD-0019,West,2774.16,8,0.2,-166.45
ORD-00874,2023-01-20,2023-01-25,CUST-0099,PROD-0023,South,146.28,8,0.15,9.51
ORD-00875,2022-09-20,2022-09-24,CUST-0095,PROD-0001,South,1824.56,6,0.05,501.75
ORD-00876,2023-09-06,2023-09-10,CUST-0076,PROD-0001,South,877.97,1,0,280.95
ORD-00877,2024-03-11,2024-03-16,CUST-0027,PROD-0013,North,890.47,7,0.3,-133.57
ORD-00878,2023-09-16,2023-09-18,CUST-0022,PROD-0004,East,271.04,3,0,86.73
ORD-00879,2023-02-12,2023-02-14,CUST-0117,PROD-0013,North,1164.69,4,0.2,-69.88
ORD-00880,2024-11-27,2024-11-29,CUST-0022,PROD-0011,West,5201.49,7,0.05,1430.41
ORD-00881,2024-09-06,2024-09-13,CUST-0009,PROD-0013,West,467.59,4,0.5,-154.3
ORD-00882,2024-08-30,2024-09-02,CUST-0078,PROD-0019,West,2431.68,4,0,291.8
ORD-00883,2022-10-20,2022-10-25,CUST-0009,PROD-0027,South,171.44,4,0.1,18.86
ORD-00884,2024-08-05,2024-08-11,CUST-0006,PROD-0024,North,490.73,8,0.1,53.98
ORD-00885,2022-12-25,2022-12-30,CUST-0032,PROD-0006,West,3902.03,7,0.1,897.47
ORD-00886,2022-07-15,2022-07-20,CUST-0090,PROD-0002,North,892.94,3,0,285.74
ORD-00887,2023-03-21,2023-03-26,CUST-0053,PROD-0025,South,282.25,6,0.05,43.75
ORD-00888,2024-04-19,2024-04-24,CUST-0022,PROD-0009,North,547.35,1,0.15,101.26
ORD-00889,2024-08-03,2024-08-08,CUST-0044,PROD-0024,South,57.94,4,0,11.59
ORD-00890,2023-11-01,2023-11-08,CUST-0096,PROD-0015,South,1130.12,2,0.3,-169.52
ORD-00891,2022-10-15,2022-10-20,CUST-0106,PROD-0009,West,1957.29,3,0,626.33
ORD-00892,2024-12-30,2025-01-06,CUST-0051,PROD-0006,North,1426.47,1,0,456.47
ORD-00893,2022-03-12,2022-03-19,CUST-0069,PROD-0007,South,581.05,1,0.15,107.49
ORD-00894,2022-07-30,2022-08-04,CUST-0089,PROD-0010,South,107.02,1,0,34.25
ORD-00895,2024-02-07,2024-02-10,CUST-0026,PROD-0003,North,850.26,1,0.15,157.3
ORD-00896,2022-05-10,2022-05-13,CUST-0113,PROD-0004,West,1717.91,3,0,549.73
ORD-00897,2023-10-23,2023-10-29,CUST-0081,PROD-0007,East,5057.01,7,0,1618.24
ORD-00898,2023-10-25,2023-10-28,CUST-0002,PROD-0013,East,240.46,1,0.2,-14.43
ORD-00899,2024-01-26,2024-01-28,CUST-0009,PROD-0029,North,283.71,5,0.15,18.44
ORD-00900,2022-12-18,2022-12-22,CUST-0013,PROD-0020,South,5456.33,7,0.2,-327.38
ORD-00901,2022-12-26,2023-01-02,CUST-0098,PROD-0029,East,459.15,8,0.1,50.51
ORD-00902,2024-02-23,2024-02-29,CUST-0082,PROD-0024,North,57.92,1,0.05,8.98
ORD-00903,2023-04-30,2023-05-07,CUST-0055,PROD-0025,North,49.02,2,0,9.8
ORD-00904,2024-02-09,2024-02-12,CUST-0083,PROD-0002,North,5237.22,8,0.15,968.89
ORD-00905,2022-03-23,2022-03-29,CUST-0102,PROD-0014,East,596.98,5,0.2,-35.82
ORD-00906,2023-05-12,2023-05-15,CUST-0070,PROD-0002,West,2801.32,4,0.05,770.36
